rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,drama_or_comedy
m/evan_almighty,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2007-07-08,A tolerable sequel to Bruce Almighty.,Evan Almighty,"Newscaster Evan Baxter (Steve Carell) leaves Buffalo behind when he wins a seat in Congress. Moving his wife (Lauren Graham) and family to northern Virginia, he seems to have it made, then God (Morgan Freeman) throws a crisis of biblical proportions at his feet: The Lord wants him to build an ark and line up all the animals two-by-two in preparation for a flood.","Big on special effects but short on laughs, Evan Almighty underutilizes a star-studded cast that includes Steve Carell and Morgan Freeman.",PG,"Comedy, Science Fiction & Fantasy",Tom Shadyac,"Alec Sokolow, Steve Oedekerk, Josh Stolberg, Bobby Florsheim, Joel Cohen","Steve Carell, Morgan Freeman, Lauren Graham, Wanda Sykes, Graham Phillips, Johnny Simmons, Jimmy Bennett, John Michael Higgins, Jonah Hill, Molly Shannon, John Goodman, Harve Presnell, P.J. Byrne, Ralph Harris, Arden Myrin, Brian Howe, Ralph P. Martin, Maile Flanagan, Angela Martinez, Steve Oedekerk, Ed Helms, David Barrera, Jeremiah Birkett, Jesse Burch, Rachael Harris, Casey Strand, Wayne Wilderson, Dean Norris, Derick Alexander, Scott Rollins, Madison Mason, Bruce Gray, Paul Collins, Lisa Arch, Judith Benezra, Krista Carpenter, Gerald Downey, Simon Helberg, Dylan Jones, Jay Lay, Suzy Nakamura, Matt Price, Irene Roseen, Larry Sullivan, Audrey Wasilewski, Jim Doughan, Shelley Dowdy, Meagen Fay, Gregg Goulet, Jan Hoag, Harry S. Murphy, Ruth Williamson, Shashawnee Hall, Lucia Forte, Deborah Carson, Lamont Thompson, Larry Dorf, Tom Beyer, Topper Shutt, Juan M. Fernandez, Bridget Ann White, Roxana Ortega, Charlie Hartsock, William Dennis Hunt, Franklin Dennis Jones, Lillian Lehman, Catherine McGoohan, Phil Reeves, Edmund L. Shaff, Tucker Smallwood, David St. James, Donzella Berry, Brian Carpenter, Thomas Crawford, Gregg L. Daniel, Bill Debrason, Terry Menefee Gau, Mario Griego, Bonnie Johnson, Ted Johnson, Michael Stanton Kennedy, Frances Mitchell, Patrick Pankhurst, Alan Sader, James Shanklin, Robert Shepherd, Rick Warner, Rachel Winfree, Jon Stewart",2007-06-22,2016-01-09,96.0,Universal Pictures,Rotten,23.0,195.0,Spilled,52.0,839640.0,51,45,150,Comedy
m/purple_rose_of_cairo,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B+,2011-03-22,"In NJ, anything can happen!",The Purple Rose of Cairo,"Unhappily married Depression-era waitress Cecilia (Mia Farrow) earns the money while her inattentive husband, Monk (Danny Aiello), blows their meager income on getting drunk and gambling. To assuage her loneliness, Cecilia escapes to the picture show and becomes transfixed with the movie ""The Purple Rose of Cairo,"" and especially with its lead character, archeologist Tom Baxter (Jeff Daniels). When Tom literally steps off of the screen and into her life, both realities are thrown into chaos.","Lighthearted and sweet, The Purple Rose of Cairo stands as one of Woody Allen's more inventive -- and enchantingly whimsical -- pictures.",PG,"Comedy, Science Fiction & Fantasy, Romance",Woody Allen,Woody Allen,"Mia Farrow, Jeff Daniels, Danny Aiello, Dianne Wiest, Van Johnson, Zoe Caldwell, John Wood, Milo O'Shea, Deborah Rush, Irving Metzman, John Rothman, Stephanie Farrow, Alexander H. Cohen, Karen Akers, Camille Saviola, Michael Tucker (I), Annie Joe Edwards, Peter McRobbie, Juliana Donald, Edward Herrmann, David Kieserman, Eugene Anthony, Ebb Miller, Raymond Serra, Juliet Taylor, George J. Manos, David Tice, James Lynch, Sydney Blake, Peter von Berg, Loretta Tupper, Elaine Grollman, Wade Barnes, Victoria Zussin, Mark Hammond, Joseph G. Graham, Don Quigley, Maurice Brenner, Paul Herman, Rick Petrucelli, Peter Castellotti, Milton Seaman, Mimi Weddell, Tom Degidon, Mary Hedahl, Margaret Thompson, George Hamlin, Helen Hanft, Leo Postrel, Helen Miller, George Martin, Crystal Field, Ken Chapin, Robert Trebor, Benjamin Rayson, Jean Shevlin, Albert S. Bennett, Martha Sherrill, Ray Serra, Gretchen MacLane, Edwin Bordo, Andrew Murphy, Tom Kubiak, David Weber, Glenne Headly, Willie Tjan, Lela Ivey, Drinda La Lumia",1985-03-01,2015-09-20,82.0,Orion Pictures Corporation,Fresh,92.0,38.0,Upright,88.0,20345.0,2,35,3,Comedy
m/monty_python_and_the_holy_grail,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2001-11-26,It's an acquired taste in lunacy that some will like so much they will wonder how anyone else could not find this stuff hysterical...,Monty Python and the Holy Grail,"A comedic send-up of the grim circumstances of the Middle Ages as told through the story of King Arthur and framed by a modern-day murder investigation. When the mythical king of the Britons leads his knights on a quest for the Holy Grail, they face a wide array of horrors, including a persistent Black Knight, a three-headed giant, a cadre of shrubbery-challenged knights, the perilous Castle Anthrax, a killer rabbit, a house of virgins, and a handful of rude Frenchmen.","A cult classic as gut-bustingly hilarious as it is blithely ridiculous, Monty Python and the Holy Grail has lost none of its exceedingly silly charm.",PG,Comedy,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin","Graham Chapman, John Cleese, Eric Idle, Terry Jones, Connie Booth, Neil Innes, Terry Gilliam, Michael Palin, Carol Cleveland, John Young, Rita Davies, Sally Kinghorne, Avril Stewart, Romilly Squire, Sandy Johnson, Bee Duffell, Patsy Kensit, Monty Python, Sally Kinghorn, Sandy Rose, Mary Allen",1975-01-01,2017-03-17,90.0,Almi Cinema 5,Certified-Fresh,97.0,78.0,Upright,95.0,644753.0,20,76,2,Comedy
m/night_in_casablanca,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2008-03-16,The slapstick comedy antics and string of relentless Groucho one-liners seemed more tired than subversively funny.,A Night in Casablanca,"In this Marx Brothers film, Ronald Kornblow (Groucho Marx) takes over as the manager of a luxurious hotel in Casablanca, in the aftermath of World War II. After discovering that both of his predecessors had been murdered, Kornblow begins to fear for his safety -- especially when Nazi Count Pfefferman (Sig Ruman) tries to take over Kornblow's job in a bid to get his hands on valuable items that were stashed in the hotel by the Nazis at the tail end of the war.",,PG,"Classics, Comedy",Archie Mayo,"Joseph Fields, Frank Tashlin, Roland Kibbee","The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx, Sig Rumann, Lisette Verea, Charles Drake, Lois Collier, Dan Seymour, Lewis L. Russell, Lewis Russell, Frederick Gierman, Frederick Giermann, Harro Meller, Marx Brothers, David Hoffman, Paul Harvey, Ruth Roman",1946-05-10,2019-04-05,85.0,Westchester Films,Rotten,57.0,7.0,Upright,70.0,7362.0,0,4,3,Comedy
m/harold_and_maude,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B+,2004-10-10,A black comedy cult classic.,Harold and Maude,"Cult classic pairs Cort as a dead-pan disillusioned 20-year-old obsessed with suicide and a loveable Gordon as a fun-loving 80-year-old eccentric. They meet at a funeral, and develop a taboo romantic relationship, in which they explore the tired theme of the meaning of life with a fresh perspective.","Hal Ashby's comedy is too dark and twisted for some, and occasionally oversteps its bounds, but there's no denying the film's warm humor and big heart.",PG,"Classics, Comedy, Romance",Hal Ashby,Colin Higgins,"Bud Cort, Ruth Gordon, Vivian Pickles, Cyril Cusack, Charles Tyner, Ellen Geer, Eric Christmas, G. Wood, Judy Engles, Shari Summers, Tom Skerritt, Ray K. Goman, Gordon Devol, Harvey Brumfield, Henry Dieckoff, Philip Schultz, Sonia Sorell, Margot Jones, Barry Higgins, William Lucking, Susan Madigan, Jerry Randall",1971-12-20,2013-08-01,91.0,Paramount Pictures,Certified-Fresh,85.0,46.0,Upright,93.0,56487.0,6,39,7,Comedy
m/charlie_and_the_chocolate_factory,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2005-07-15,Plays to a child's imagination and curiosity.,Charlie and the Chocolate Factory,"Based on the beloved Roald Dahl tale, this comedic and fantastical film follows young Charlie Bucket (Freddie Highmore) and his Grandpa Joe (David Kelly) as they join a small group of contest winners who get to tour the magical and mysterious factory of eccentric candy maker Willy Wonka (Johnny Depp). Aided by his diminutive Oompa Loompa workers (Deep Roy), Wonka has a hidden motivation for the tour, one that he will reveal only after the children in the group show their true colors.","Closer to the source material than 1971's Willy Wonka & the Chocolate Factory, Charlie and the Chocolate Factory is for people who like their Chocolate visually appealing and dark.",PG,"Comedy, Kids & Family, Science Fiction & Fantasy",Tim Burton,"Roald Dahl, John August","Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, Franziska Troegner, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz, Blair Dunlop, Liz Smith, Eileen Essell, David Morris, Nitin Ganatra, Shelley Conn, Chris Cresswell, Philip Philmar, Phil Philmar, Tony Kirwood, Todd Boyce, Nayef Rashed, Menis Yousry, Harry Taylor, Hubertus Geller, Francesca Hunt, Garrick Hagon, Kevin Eldon, Mark Heap, Roger Frost, James Oscar Lee, Colette Appleby, Annette Badland, Stephen Hope-Wayne, Geoffrey Holder, Stephen Hope-Wynne, Rick Wentworth",2005-07-15,2008-01-15,115.0,Warner Bros. Pictures,Certified-Fresh,83.0,231.0,Spilled,51.0,32495606.0,49,191,40,Comedy
m/east_side_sushi,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2017-09-26,Digestible cross-cultural food film.,East Side Sushi,A Latina woman (Diana Elizabeth Torres) aspires to become a sushi chef while working in a Japanese restaurant.,,PG,"Comedy, Romance",Anthony Lucero,Anthony Lucero,"Diana Elizabeth Torres, Yutaka Takeuchi, Rodrigo Duarte Clark, Kaya Jade Aguirre, Roji Oyama, Miyoko Sakatani, James J. Der Jr., Jesus Fuentes, Tony Quintero, Lane Nishikawa, David Blount-Porter, Anastasia Pritchard, Melissa Locsin",2015-09-18,2016-10-01,90.0,Samuel Douek/Hola Mexico Film Festival,Fresh,95.0,20.0,Upright,83.0,893.0,8,19,1,Comedy
m/1015967-party,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2019-04-20,"A few sight gags go over well and the satire sometimes hits the mark, but much of the film stalls with too many repetition accidents.",The Party,"While trying to tie his shoe, bumbling extra Hrundi V. Bakshi (Peter Sellers) unwittingly triggers explosives that destroy the set of an epic war film. The furious director tells executive Fred Clutterbuck (J. Edward McKinley) to fire him. Because of a misunderstanding, Bakshi instead mistakenly receives an invitation to an exclusive party at Clutterbuck's Hollywood mansion, where he proceeds to wreak havoc on partygoers as he stumbles through what will become the wildest night he's ever seen.",,PG,"Classics, Comedy",Blake Edwards,"Blake Edwards, Tom Waldman, Frank Waldman","Peter Sellers, Claudine Longet, Denny Miller, Gavin MacLeod, Gavin McLeod, Marge Champion, Sharron Kimberly, Buddy Lester, Corinne Cole, J. Edward McKinley, Fay McKenzie, Kathe Green, Carol Wayne, Tom Quine, Timothy Scott, Elianne Nadeau, Al Checco, Steve Franken, James Lanphier, Jerry Martin, Danielle De Metz, Dick Crockett, Frances Davis, Allen Jung, Herb Ellis, Natalie Borisova, Jean Carson, Paul Ferrara, Ken Wales",1968-04-04,2016-09-30,99.0,United Artists,Fresh,82.0,22.0,Upright,88.0,28430.0,1,18,4,Comedy
m/1008623-goodbye_girl,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2010-02-25,"Broadway-like funny romantic comedy sitcom about struggling Manhattan actors, that has its awkward moments.",The Goodbye Girl,"Former Broadway hoofer Paula McFadden (Marsha Mason) and her young daughter, Lucy (Quinn Cummings), are outraged to find that Paula's former lover has fled to Europe and subleased their apartment to hyper Chicago actor Elliot Garfield (Richard Dreyfuss). Neither Marsha nor Elliot is prepared to acknowledge the other's right to the apartment, but they reluctantly agree to share it. Despite their opposite natures and constant bickering, when Elliot's play fails, Marsha is surprisingly affected.",,PG,"Comedy, Romance",Herbert Ross,Neil Simon,"Richard Dreyfuss, Marsha Mason, Quinn Cummings, Paul Benedict, Barbara Rhoades, Theresa Merritt, Michael Shawn, Patricia Pearcy, Nicol Williamson, Gene Castle, Daniel Levans, Marilyn Sokol, Anita Dangler, Victoria Boothby, Robert Costanzo, Poncho Gonzales, José Carlos Machado, Hubert Kelly, Dana Laurita, David Cass Sr., Esther Sutherland, Loyita Chapel, Caprice Clarke, Clarence Felder, Kensuke Haga, Powers Boothe, Tom Everett, Ryokei Kanokogi, Janice Fuller, Ruby Holbrook, Kristina Hurrell, David Matthau, Milt Oberman, Eddie Villery, Joseph Carberry, Eric Uhler, Ray Barry, Munson Hicks, Robert Kerman, Jeanne Lange, Robert Lesser, Fred McCarren, Nicholas Mele, Maureen Moore, Joe Regalbuto, Peter Vogt, Wendy Cutler, Susan Elliott, Andy Goldberg, Paul Willson",1977-11-30,2016-07-14,110.0,MGM Home Entertainment,Fresh,84.0,19.0,Upright,84.0,7479.0,1,16,3,Comedy
m/buffalo_bill_and_the_indians_or_sitting_bulls_history_lesson,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2008-04-20,Newman's inspired performance is top-notch.,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson","By 1885, beloved cavalryman Buffalo Bill Cody (Paul Newman) has hired a publicist and producer to help shape and promote his traveling Wild West show, which presents historically inaccurate reenactments of conflicts between U.S. troops and Native Americans. Cody hires Chief Sitting Bull (Frank Kaquitts) to play himself, as a villain, in stagings of the Battle of the Little Bighorn. But, to Cody's dismay, star performer Annie Oakley (Geraldine Chaplin) and spectators both take to Sitting Bull.",,PG,"Classics, Comedy, Western",Robert Altman,"Robert Altman & Alan Rudolph, Robert Altman, Alan Rudolph","Paul Newman, Joel Grey, Kevin McCarthy, Burt Lancaster, Allan F. Nicholls, Harvey Keitel, Mike E. Kaplan, Bert Remsen, Geraldine Chaplin, John Considine, Frank Kaquitts, Will Sampson, Robert DoQui, Denver Pyle, Pat McCormick, Shelley Duvall, Evelyn Lear, Bonnie Leaders, Noelle Rogers, Fred Larsen, Michael J. Kaplan, Joy Duce, Jerri Duce, Alex Green, Humphrey Gratz",1976-06-24,2016-11-30,123.0,United Artists,Fresh,67.0,15.0,Spilled,49.0,2110.0,2,10,5,Comedy
m/bronco_billy,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B+,2013-08-20,"Charming offbeat Western satire about a modern-day cowboy, directed and starring Clint Eastwood.",Bronco Billy,"As the leader of a struggling Wild West show, Bronco Billy (Clint Eastwood) gives it his all to keep his entertainers' spirits high despite the declining public interest. While on tour, Billy encounters Antoinette Lily (Sondra Locke), a spoiled, newlywed heiress who was recently deserted by her scheming husband, John Arlington (Geoffrey Lewis). After some convincing, Lily decides to join the troupe as Billy's assistant but, much to the crew's displeasure, she seems to bring only bad luck.",,PG,Comedy,Clint Eastwood,Dennis Hackin,"Clint Eastwood, Sondra Locke, Geoffrey Lewis, Scatman Crothers, Bill McKinney, Sam Bottoms, Dan Vadis, Sierra Pecheur, Tanya Russell, William Prince, Tessa Richarde, Walter Barnes, Beverlee McKinsey, Woodrow Parfrey, Pam Abbas, Doug McGrath, Hank Worden, Douglas Copsey, Edye Byrde, Michael Reinbold, John Wesley Elliott Jr., George Orrison, Chuck Hicks, Bobby Hoy, Jefferson Jewell, Don Mummert, Michael Reinhold, Lloyd Nelson, Sharon Sherlock, James Simmerhan, Jenny Sternling, Chuck Waters, Jerry Willis, Valerie Shanks, Jerry Wills, Steve Dorff",1980-01-01,2008-08-25,116.0,Warner Bros. Pictures,Fresh,75.0,20.0,Spilled,48.0,7249.0,1,15,5,Comedy
m/my_favorite_year,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,A,2006-06-14,An excellent vehicle for O'Toole to shine in a tour de force performance.,My Favorite Year,"Fledgling comic Benjy Stone (Mark Linn-Baker) can't believe his luck when his childhood hero, the swashbuckling matinee idol Alan Swann (Peter O'Toole), gets booked to appear on the variety show he writes for. But when Swann arrives, he fails to live up to his silver screen image. Instead, he's a drunken womanizer who suffers from stage fright. Benjy is assigned to look after him before the show, and it's all he can do to keep his former idol from going completely off the rails.","My Favorite Year is a joyful ode to the early days of television, carried with a deft touch and Peter O'Toole's uproariously funny performance.",PG,Comedy,Richard Benjamin,"Dennis Palumbo, Norman Steinberg","Peter O'Toole, Mark Linn-Baker, Jessica Harper, Joseph Bologna, Bill Macy, Lainie Kazan, Anne De Salvo, Basil Hoffman, Lou Jacobi, Adolph Green, Tony DiBenedetto, George Wyner, Selma Diamond, Cameron Mitchell, Jenny Neumann, Corinne Bohrer, George Marshall Ruge, Barbra Horan, John Welsh, Richard Brestoff, Philip Bruns, Jed Mills, Ted Grossman, Teresa Ganzel, Phil Bruns, Karen Haber, Priscilla Kovary, C. Eleanor Heutschy, Peter Paul Eastman, Archie Hahn III, Fox Harris, Rieneke De Man, Howard George, Bob Windsor, Gloria Stuart, Clyde McLeod, Harry Bill Roberts, Ramon Sison, Annette Robyns, Pearl Shear, Stanley Brock, Martin Garner, John Medici, Robert G. Denison, John Christy Ewing, Vincent Sardi, Katie McClain, Norman Steinberg, Richard Warwick, Rex Benson, Denver Mattson, George Fisher, Bob Terhune, Nick Dimitri, Phil Adams, Richard Butler",1982-10-01,2008-05-01,92.0,MGM Home Entertainment,Fresh,96.0,27.0,Upright,84.0,4820.0,1,26,1,Comedy
m/groundhog_day,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2011-04-09,Reminds one of Capra's It's A Wonderful Life.,Groundhog Day,"Phil (Bill Murray), a weatherman, is out to cover the annual emergence of the groundhog from its hole. He gets caught in a blizzard that he didn't predict and finds himself trapped in a time warp. He is doomed to relive the same day over and over again until he gets it right.","Smart, sweet, and inventive, Groundhog Day highlights Murray's dramatic gifts while still leaving plenty of room for laughs.",PG,"Comedy, Science Fiction & Fantasy, Special Interest, Romance",Harold Ramis,"Danny Rubin, Harold Ramis","Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky, Brian Doyle-Murray, Marita Geraghty, Angela Paton, Rick Ducommun, Rick Overton, Robin Duke, Carol Bivins, Willie Garson, Ken Hudson Campbell, Les Podewell, Red Sell, Tom Milanovich, Rob Riley, John M. Watson Sr., Peggy Roeder, Rod Sell, Harold Ramis, Rom Milanovich, David Pasquesi, Lee R. Sellars, Chet Dubowski, Doc Erickson, Sandy Maschmeyer, Brian Doyle Murray, Leighanne O'Neil, Evangeline Binkley, Samuel Mages, Ben Zwick, Hynden Walch, Richard Henzel, Michael Shannon, Timothy Hendrickson, Martha Webster, Angela Gollan, Shaun Chaiyabhat, Dianne B. Shaw, Barbara Ann Grimes, Ann Heekin, Lucina Paquet, Brenda Pickleman, Amy Murdoch, Eric Saiet, Lindsay Reinsch, Roger Adler, Ben A. Fish, Don Rio McNichols, Brian Willig, Terry Fryer, John Bailey, Richard Henzel, George Fenton, Trevor Albert, Steve Boyum, Rob Riley, C.O. Erickson, Danny Rubin, Whitney White",1993-02-12,2012-04-16,96.0,Columbia Pictures,Certified-Fresh,96.0,83.0,Upright,88.0,416690.0,19,80,3,Comedy
m/marley_and_me,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2011-01-12,"If you like the Lassie films, or even Beethoven and Old Yeller, you'll probably find this one easy to like.",Marley & Me,"Newlyweds John and Jenny Grogan (Owen Wilson, Jennifer Aniston) leave behind snowy Michigan and move to Florida, where they buy their first home and find jobs at competing newspapers. Soon afterward, the Grogans adopt Marley, an adorable yellow Labrador pup. But Marley soon grows up to be a mischievous handful. Still, even while he's destroying the furniture and failing obedience school, he always manages to bring out the best in John, Jenny and their growing family.","Pet owners should love it, but Marley and Me is only sporadically successful in wringing drama and laughs from its scenario.",PG,Comedy,David Frankel,"Scott Frank, Don Roos","Owen Wilson, Jennifer Aniston, Alan Arkin, Eric Dane, Kathleen Turner, Haley Bennett, Ann Dowd, Clarke Peters, Nathan Gamble, Finley Jacobsen, Lucy Merriam, Bryce Robinson, Ben Hyland, Haley Hudson",2008-12-25,2015-11-25,116.0,20th Century Fox,Fresh,62.0,141.0,Upright,75.0,264910.0,43,88,53,Comedy
m/1021699-top_secret,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2010-04-22,I found its spirited irreverence to be refreshing.,Top Secret!,"Popular and dashing American singer Nick Rivers (Val Kilmer) travels to East Germany to perform in a music festival. When he loses his heart to the gorgeous Hillary Flammond (Lucy Gutteridge), he finds himself caught up in an underground resistance movement. Rivers joins forces with Agent Cedric (Omar Sharif) and Flammond to attempt the rescue of her father, Dr. Paul (Michael Gough), from the Germans, who have captured the scientist in hopes of coercing him into building a new naval mine.","Top Secret! finds the team of Zucker-Abrahams-Zucker sending up everything from spy movies to Elvis musicals with reckless, loony abandon.",PG,Comedy,"David Zucker, Jim Abrahams, Jerry Zucker","Jim Abrahams, David Zucker, Jerry Zucker, Martyn Burke","Val Kilmer, Omar Sharif, Lucy Gutteridge, Christopher Villiers, Peter Cushing, Jeremy Kemp, Warren Clarke, Tristram Jellinek, Billy J. Mitchell, Major Wiley, Gertan Klauber, Daisy the Cow, Richard Mayes, Vyvyan Lorrayne, Ian McNeice, John Sharp, Michael Burlington, Marcus Powell, Louise Yaffe, Nancy Abrahams, Charlotte Zucker, Susan Breslau, Burton Zucker, Richard Pescud, John J. Carney, O.T., Russell Sommers, Michael Gough, Sara Montague, Mandy Nunn, Lee Sheward, Janos Kurucz, Sydney Arnold, Harry Ditson, Jim Carter, Eddie Tagoe, Dimitri Andreas, Michelle Martin, Nicola Wright, Lisa Gruenberg, Andrew Hawkins, Richard Bonehill, Gerry Paris, David Adams, Geoff Wayne, Steve Ubels, Chas Bryer, Mac MacDonald",1984-06-08,2014-06-06,90.0,Paramount Home Video,Fresh,77.0,35.0,Upright,80.0,41598.0,7,27,8,Comedy
m/monster_camp_the_story_of_nero_seattle,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2007-05-26,The pic is a natural for gamers.,Monster Camp: The Story of NERO Seattle,"Members of the Seattle chapter of the New England Role Playing Organization (NERO), a group of like-minded gamers, take their fantasy lives off the Internet and into real life for a weekend of live-action role-playing. Transforming themselves into a host of fantastic characters, including knights, wizards and monsters, the group creates elaborate story lines and engages in epic mock battles. Their fantasy drama, however, also affects real relationships within the group.",,PG,"Comedy, Documentary, Special Interest",Cullen Hoback,,"Shane Macomber, J.P., Paul Vorvick, Rebecca McKonee, Fern Zimmerman, Dave Overman, Rebecca McNamee",2008-05-30,2017-03-11,81.0,Lifesize Entertainment,Fresh,64.0,14.0,Spilled,52.0,630.0,6,9,5,Comedy
m/up,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2009-06-08,A solid Disney adventure feature animation using Pixar.,Up,"Carl Fredricksen (Ed Asner), a 78-year-old balloon salesman, is about to fulfill a lifelong dream. Tying thousands of balloons to his house, he flies away to the South American wilderness. But curmudgeonly Carl's worst nightmare comes true when he discovers a little boy named Russell is a stowaway aboard the balloon-powered house.","An exciting, funny, and poignant adventure, Up offers an impeccably crafted story told with wit and arranged with depth, as well as yet another visual Pixar treat.",PG,"Action & Adventure, Animation, Comedy, Kids & Family","Linn Patrick, Pete Docter, Bob Peterson, Peter Docter","Bob Peterson, Pete Docter, Tom McCarthy, Ronnie del Carmen","Luis Varela, Matías Prats, Miguel de la Quadra-Salcedo, Sebastián Álvaro, Claudio Rodríguez, Julian Mora, Luis Bajo, José Escobosa, Juan Amador, Claudia Caneda, Miguel Ríus, Ana Isabel Hernando, Edward Asner, Jordan Nagai, Delroy Lindo, Jérôme Ranft, John Ratzenberger, Jess Harnell, Donald Fullilove, Sebastian Warholm, Valerie LaPointe, Jan Rabson, Jeff Pidgeon, Teddy Newton, Laraine Newman, Tony Fucile",2009-05-29,2015-11-21,89.0,Walt Disney Pictures,Certified-Fresh,98.0,296.0,Upright,90.0,1204027.0,59,289,7,Comedy
m/dr_strangelove,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,A,2000-01-01,"This is one of the greatest political satires, if not the greatest ever made. A not to be missed film.",Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb,"A film about what could happen if the wrong person pushed the wrong button -- and it played the situation for laughs. U.S. Air Force General Jack Ripper goes completely insane, and sends his bomber wing to destroy the U.S.S.R. He thinks that the communists are conspiring to pollute the ""precious bodily fluids"" of the American people.",Stanley Kubrick's brilliant Cold War satire remains as funny and razor-sharp today as it was in 1964.,PG,"Classics, Comedy, Science Fiction & Fantasy",Stanley Kubrick,"Stanley Kubrick, Peter George, Terry Southern","Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn, Slim Pickens, Peter Bull, Tracy Reed, James Earl Jones, Jack Creley, Frank Berry, Glenn Beck, Shane Rimmer, Paul Tamarin, Gordon Tanner, Robert Vincent O'Neil, Roy Stephens, Laurence Herder, John McCarthy, Hal Galili",1964-01-29,2012-04-16,93.0,Sony Pictures,Certified-Fresh,98.0,91.0,Upright,94.0,209482.0,14,89,2,Comedy
m/california_suite,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2009-06-04,The West Coast version of Plaza Suite.,California Suite,"Four comedic scenarios play out at a hotel in this adaptation of the Neil Simon play. Divorced couple Hannah (Jane Fonda) and Bill (Alan Alda) argue over custody of their daughter; an actress (Maggie Smith) frets over her Oscar nomination as her gay husband (Michael Caine) comes out of the closet; a businessman (Walter Matthau) finds a comatose prostitute in his bed, and two competitive doctors (Richard Pryor, Bill Cosby) settle their differences with a free-for-all tennis game.","Maggie Smith's acidic turn is the standout in this stacked ensemble, but broad characterizations and an unsure tone make for a disappointingly uneven adaptation of Neil Simon's episodic play.",PG,"Comedy, Romance",Herbert Ross,Neil Simon,"Alan Alda, Michael Caine, Bill Cosby, Jane Fonda, Walter Matthau, Elaine May, Richard Pryor, Maggie Smith, Gloria E. Gifford, Sheila Frazier, Herb Edelman, Denise Galik, James Coburn, David Sheehan, Michael F. Boyle, Len Lawson, Gino Ardito, Jerrold Ziman, Clint Young, David Matthau, James Espinoza, Buddy Douglas, Armand Cerami, Joseph Morena, Brian Cummings, William Kux, Zora Margolis, Rita Gomez, Tina Menard, Lupe Ontiveros, Bert May, Eddie Villery, Army Archerd, Judith Brown, Gary Hendrix, Jack Scanlan, Bill Steinmetz, Paolo Frediani, Dana Plato, Nora Boland, David Rini, John Hawker, Frank Conn, Colleen Drape, Kelly Harmon, Tawny Moyer, Leslie Pagett, Vicki Stephens, Nan Wylder, Linda Ewen, David Sato, Christopher Pennock",1978-12-15,2012-04-16,103.0,Sony Pictures Entertainment,Rotten,54.0,24.0,Spilled,45.0,2747.0,3,13,11,Comedy
